pair,start_date,end_date,total_return,annual_return,annual_volatility,sharpe_ratio
2530-00929,2022-10-14,2024-10-14,-0.5358092149244038,-0.33107186445601566,0.4402864986392552,-0.6824923585434038
6781-6640,2022-10-14,2024-10-14,0.019246568081431128,0.010037675494367217,0.15155557858414714,0.14364617417148348
6781-1301,2022-10-14,2024-10-14,-0.0018435751987363963,-0.0009662890208095789,0.33501357070515697,0.1671883696982701
6781-6533,2022-10-14,2024-10-14,0.33463371488298144,0.16326394735759198,0.16382662513749774,1.003566873834724
6781-2227,2022-10-14,2024-10-14,-0.184446572000417,-0.10131153629732477,0.21548026899657102,-0.384284699948831
6781-3105,2022-10-14,2024-10-14,0.27178584725889926,0.13423587141662544,0.35653359058229245,0.5228398371365768
6781-1303,2022-10-14,2024-10-14,-0.24981581952286033,-0.13980007638554456,0.49367848472038844,-0.05511826035589818
6781-2014,2022-10-14,2024-10-14,1.9411399340902835,0.7597839908057469,3.1134680497031213,0.9257866232374355
6781-2002,2022-10-14,2024-10-14,-0.12228664626652894,-0.06605349819583832,1.1882324454612159,0.5128808945548083
6781-6116,2022-10-14,2024-10-14,17.711463406535287,3.639467063934902,4.999861086010365,1.1217304024285668
6781-4919,2022-10-14,2024-10-14,1.3765216867114425,0.5738346548010215,0.3732257233719276,1.3929107092575241
6781-3131,2022-10-14,2024-10-14,0.14969326349682877,0.07581951806830962,0.15449242435832528,0.5511650821521142
6781-6505,2022-10-14,2024-10-14,-0.4032261609798027,-0.23696434693588236,0.47153695139629387,-0.32806872896098227
6781-8374,2022-10-14,2024-10-14,0.0233711920511925,0.012177018453125368,0.3344787114947389,0.20234791573924688
6781-1225,2022-10-14,2024-10-14,0.7486360041557207,0.34014655068232263,0.28220741841357744,1.1660020981011572
6781-1434,2022-10-14,2024-10-14,-0.046545908497393845,-0.024662366507058366,1.4926861539900562,0.5311563711746837
6781-5871,2022-10-14,2024-10-14,0.11358233667783646,0.057981878151045295,0.16864756653773755,0.41832343631854313
6781-5508,2022-10-14,2024-10-14,-0.011023433152397864,-0.005790508133437078,0.1926553977414211,0.06849059567037627
6781-1235,2022-10-14,2024-10-14,0.44322896914640647,0.21192875280454448,0.4939860643258943,0.6238758876943524
6781-5443,2022-10-14,2024-10-14,-0.19950361224123353,-0.11004273314403742,0.3977055237084257,-0.08465800542460972
3376-2327,2022-10-14,2024-10-14,-0.01931360704965323,-0.010165531111252873,0.1995358851764145,0.04855279619852239
3376-3010,2022-10-14,2024-10-14,0.7684935115914348,0.3480983243762974,0.26189385963824074,1.2689836849976677
3376-6197,2022-10-14,2024-10-14,0.08484189059711285,0.04358729448255894,0.2821948623702018,0.29083512067192097
3376-2454,2022-10-14,2024-10-14,0.3409657084117919,0.16615211559301155,0.17265870481807707,0.9761229602810751
3376-2520,2022-10-14,2024-10-14,-0.2344614424162022,-0.130620573316436,0.49519459559529594,-0.03492384066307021
3376-3563,2022-10-14,2024-10-14,-0.15510641390299587,-0.08451559463332052,0.2068318367269558,-0.3235770986517809
3376-00934,2022-10-14,2024-10-14,19.139562550654894,3.8217304459726757,1.0603146090026312,1.924634285989058
3376-9933,2022-10-14,2024-10-14,3.20981436886584,1.1235215791110755,1.1053688808218862,1.0815894168629117
3376-9940,2022-10-14,2024-10-14,1.4369286643074288,0.5946678880867484,1.2805127467554385,1.0534937507339717
3376-1514,2022-10-14,2024-10-14,0.12564715769801643,0.06397173823109478,0.2960781018408632,0.3599216444249943
3376-3711,2022-10-14,2024-10-14,0.6843051395457571,0.3140859545629799,0.32389012442078285,0.9964807119001237
3376-2227,2022-10-14,2024-10-14,-0.22232391764415674,-0.12342611031397419,0.25745745502429807,-0.3833240598259767
3376-6451,2022-10-14,2024-10-14,0.03530119240106328,0.018341821873437504,0.27378753215505197,0.20253343771467905
3376-6257,2022-10-14,2024-10-14,0.7378731336206928,0.335818680352769,0.4359143061858128,0.8670672547174222
3376-2439,2022-10-14,2024-10-14,0.3661848144912034,0.1775912170915973,0.3245103994297755,0.6643873900394146
3376-2362,2022-10-14,2024-10-14,-0.5346890792789396,-0.33022666387990096,0.8378552803021043,0.02725502106745655
3376-6139,2022-10-14,2024-10-14,-0.12759688918143025,-0.06901809770653565,0.23627992559603184,-0.18297674332511726
3376-2404,2022-10-14,2024-10-14,0.04200421803932143,0.021790760595050116,0.21932305982620245,0.20796872418314194
3376-2809,2022-10-14,2024-10-14,1.0088861758088787,0.441188804761562,0.4342742619029315,1.0462300200501404
3376-2348,2022-10-14,2024-10-14,-0.2593566239702381,-0.14554908612979775,0.25203295992005154,-0.49773947153191256
3376-2211,2022-10-14,2024-10-14,0.45079061730125286,0.21525131545018394,0.23125037409923674,0.9567831911254471
3376-3293,2022-10-14,2024-10-14,-0.12843859537928454,-0.06948879294262858,0.2173414620648901,-0.22225945092254018
3376-6116,2022-10-14,2024-10-14,5.336775217478743,1.6309078595869355,4.365870873554049,0.8939049918741905
3376-3324,2022-10-14,2024-10-14,-0.306729699318492,-0.17463221529011572,0.23357324817231884,-0.7045442703558253
3376-2548,2022-10-14,2024-10-14,-0.42198600816935755,-0.24962652613502193,0.29682902878957307,-0.8122561663742698
3376-2923,2022-10-14,2024-10-14,2.1663120953433332,0.8291291061998484,2.5865547301102083,1.2867684836342845
3376-00631L,2022-10-14,2024-10-14,-0.04700466627652417,-0.024908258197506694,0.205175733521127,-0.020311926648106958
3376-2101,2022-10-14,2024-10-14,-0.4813645910803657,-0.2910528559827673,0.7714641906796647,-0.011720942649036574
3376-2855,2022-10-14,2024-10-14,-0.5215500306930483,-0.3203839455547305,1.1674699556467347,0.19421149768153012
3376-9939,2022-10-14,2024-10-14,0.7192384658486919,0.3282951867812572,0.261761511924313,1.2132446838353161
3376-2850,2022-10-14,2024-10-14,-0.19852356295304763,-0.10947206103669983,0.30770846098397364,-0.22093250613499454
3376-5534,2022-10-14,2024-10-14,-0.38260897323181875,-0.22326520083510332,0.32429627065478844,-0.6098095441836613
3376-5871,2022-10-14,2024-10-14,-0.14204949313354187,-0.0771304901222952,0.2916077464677595,-0.12922526471171789
3376-2501,2022-10-14,2024-10-14,-0.959508764647886,-0.813626323985989,1.1254264395639975,-0.6833960116182807
3376-2891,2022-10-14,2024-10-14,2.946216143969178,1.0527886558426116,0.6930530947473547,1.3484243782125402
3376-2885,2022-10-14,2024-10-14,5.981316309902181,1.7678716870260585,0.6835601620605142,1.8067756174416412
3376-2890,2022-10-14,2024-10-14,0.7161942703115028,0.3270624519572161,0.9293334182495968,0.716486915976495
3362-6805,2022-10-14,2024-10-14,-0.1671141584185288,-0.09135538782177521,0.229158788234969,-0.30139590668191135
3362-2337,2022-10-14,2024-10-14,1.2812505690854057,0.540458073166537,1.7930895909487496,0.5757873206296962
3362-3005,2022-10-14,2024-10-14,1.0785463804119912,0.4671584718506766,0.4181154345624237,1.1212052979179907
3362-4743,2022-10-14,2024-10-14,0.6380713654984663,0.2950626865952395,0.2717406823628877,1.0825378593575439
3362-9930,2022-10-14,2024-10-14,0.6194364053706385,0.2873230063988295,0.6814826979486444,0.7178666925899785
3362-6550,2022-10-14,2024-10-14,0.6725067257016322,0.3092552756592691,0.43380752897793984,0.8297053210233672
3362-6023,2022-10-14,2024-10-14,-0.08648875616818145,-0.04628705853359962,0.36660335335557004,0.03673638471854825
3362-3706,2022-10-14,2024-10-14,-0.7962364153629042,-0.5654442285984446,1.2663945975472608,0.10837031385723285
3362-1514,2022-10-14,2024-10-14,-0.2126206953320089,-0.1177129385809525,0.3972638295579243,-0.1140256451136746
3362-00830,2022-10-14,2024-10-14,1.4891742601071802,0.612488954258417,0.8543454655063448,1.006175414208077
3362-3711,2022-10-14,2024-10-14,0.11386784517308654,0.05812398136203408,0.39277777306899364,0.3363799936648292
3362-1301,2022-10-14,2024-10-14,-0.17459509797075132,-0.0956403982621942,0.3929683487525141,-0.046727916195549564
3362-6257,2022-10-14,2024-10-14,0.026070666906446795,0.013574949017093088,0.6866538044241159,0.41723320853485396
3362-6451,2022-10-14,2024-10-14,-0.24368906098445525,-0.13612661087583797,0.29818839160361954,-0.34196598819579654
3362-4904,2022-10-14,2024-10-14,-0.5737118789469108,-0.36026757114066404,0.563306768640873,-0.5224933760436595
3362-1303,2022-10-14,2024-10-14,0.07971156102336617,0.04099876667781062,0.48153447875995925,0.34766965055192295
3362-4938,2022-10-14,2024-10-14,1.108897110727558,0.47834358802721405,0.36952836227089786,1.2302861665396914
3362-4128,2022-10-14,2024-10-14,2.1366404996359973,0.8201287601661998,0.9668426377785191,1.1322733282717405
3362-2607,2022-10-14,2024-10-14,-0.5233042681706208,-0.32169056921316885,2.0416005919258637,0.5104240510306772
3362-6139,2022-10-14,2024-10-14,-0.4105043854693142,-0.24185405106987787,0.24436083490485172,-1.0082430938955642
3362-2362,2022-10-14,2024-10-14,-0.9305925218174483,-0.7528259540006214,0.8373641375405165,-1.1382833779005197
3362-2404,2022-10-14,2024-10-14,-0.09368194651614495,-0.05022888271914431,0.22640116315487724,-0.11323468953343283
3362-2363,2022-10-14,2024-10-14,-0.7448386449227732,-0.5110941095318651,0.6692611711978386,-0.7313251620380885
3362-6919,2022-10-14,2024-10-14,0.27196873721765874,0.13432132294812346,0.22204225804255323,0.6778180613139028
3362-2002,2022-10-14,2024-10-14,2.09134739444543,0.8063113748624762,1.1449367242340531,1.070861021407659
3362-1319,2022-10-14,2024-10-14,-0.18913569363698396,-0.10402234828763268,0.34846005523293105,-0.13877045926802303
3362-3042,2022-10-14,2024-10-14,1.7794522012337417,0.7084175112121409,0.5996928751317181,1.1550470525267893
3362-00757,2022-10-14,2024-10-14,0.12673078652776532,0.06450823157866258,0.3034032533974557,0.3550853870414999
3362-8112,2022-10-14,2024-10-14,0.2516694681937849,0.12480092071713351,0.3922220022730542,0.4950264524754101
3362-2211,2022-10-14,2024-10-14,-0.3047375959779112,-0.17339051867446198,0.3464319088719251,-0.37846933745388417
3362-3293,2022-10-14,2024-10-14,0.4050152359054079,0.19500948506083268,0.23401408342690758,0.8777698275770371
3362-2006,2022-10-14,2024-10-14,-0.24050020564587074,-0.13422025144001867,0.5101233988074462,-0.01975153455166001
3362-6274,2022-10-14,2024-10-14,0.5496768357983804,0.25796615146905655,0.28348428560970657,0.9488708271595406
3362-9958,2022-10-14,2024-10-14,0.0800811492310046,0.041185439309525694,0.23566014038537045,0.28692063578029603
3362-6589,2022-10-14,2024-10-14,0.5097667047174461,0.2408874493975541,0.3723947063424087,0.7703741758173049
3362-2498,2022-10-14,2024-10-14,5.1250472042720485,1.5844810066928992,0.7859340249443311,1.5915038001146236
3362-2539,2022-10-14,2024-10-14,0.8483434874579783,0.3796525276119284,0.5976463343107825,0.8152548155532686
3362-4766,2022-10-14,2024-10-14,-0.3371069133898133,-0.19378156916093595,0.2435580122222322,-0.7592591074295441
3362-5871,2022-10-14,2024-10-14,0.43760476004622306,0.20945211648697828,0.3156080712491108,0.758149298144383
3362-8210,2022-10-14,2024-10-14,-0.17724312649312202,-0.09716159118528428,0.25284991930513945,-0.27600385406679667
3362-00900,2022-10-14,2024-10-14,-0.7504956554705601,-0.5168031618713698,1.3833378990618372,0.3665313591973106
3362-2885,2022-10-14,2024-10-14,0.7338085087473083,0.3341809311976032,0.9144199060889379,0.78070648580834
3362-6605,2022-10-14,2024-10-14,-0.24926525660310397,-0.13946938866451658,0.2517811572222813,-0.4698013792259097
3362-1802,2022-10-14,2024-10-14,-0.09413475443621626,-0.05047751611800049,2.8344117606055517,-0.1679373678169402
3362-00915,2022-10-14,2024-10-14,0.054359878557715936,0.028120611077236755,0.6015734719904005,0.36716736170718123
6805-2337,2022-10-14,2024-10-14,42.63421117785253,6.229685588799729,5.32672138175486,1.4341124088574844
6805-1560,2022-10-14,2024-10-14,0.12504597366983067,0.06367399223050377,0.5488637067256003,0.3989655292045972
6805-2454,2022-10-14,2024-10-14,0.4518747975275963,0.21572702412613912,0.28107957924761906,0.8351640163065991
6805-00934,2022-10-14,2024-10-14,4998.429413451692,85.67541870580295,5.7657897753719745,1.2374652874033478
6805-1514,2022-10-14,2024-10-14,-0.5008991936506328,-0.3051704775073736,1.359580631186019,0.4990508638371185
6805-3711,2022-10-14,2024-10-14,1.2731536916772292,0.5375911414939759,1.3743657282906285,1.264265015549016
6805-2227,2022-10-14,2024-10-14,0.4550387719623395,0.21711432360664765,0.4700119014907246,0.6441925197447805
6805-6257,2022-10-14,2024-10-14,42.7271867516549,6.237752299879065,2.886860478260035,0.7240106612776553
6805-6451,2022-10-14,2024-10-14,-0.6163476696208527,-0.39462917322946917,1.0539564221859927,0.061613554203924656
6805-1303,2022-10-14,2024-10-14,-0.8297199550572765,-0.604451138940247,1.916800805403208,-0.05303454599516895
6805-2439,2022-10-14,2024-10-14,0.7728659187886521,0.3498434986322223,1.1600738859790298,0.8614169246837368
6805-6139,2022-10-14,2024-10-14,3.6230013554814064,1.2302798580655783,0.5663163274652663,1.688582502552764
6805-2362,2022-10-14,2024-10-14,83.68710488284616,9.232927774781551,3.973279691295595,-0.5968798443158104
6805-6005,2022-10-14,2024-10-14,19.848966815742784,3.909978984352237,5.978440622136055,0.8115666900822186
6805-1434,2022-10-14,2024-10-14,9.540723354789126,2.4347135975868968,4.8933991848386045,0.048190482393128675
6805-2850,2022-10-14,2024-10-14,0.08698068161783447,0.04466470815493174,1.52626816892225,0.6820699757568636
6805-9939,2022-10-14,2024-10-14,-0.11018100108105369,-0.05932692133567542,0.7976912787485707,0.32109435008447007
6805-2501,2022-10-14,2024-10-14,-0.9476321057294756,-0.7867410369557801,5.128757207662722,-0.6444291880573559
6805-2885,2022-10-14,2024-10-14,890.7354625012059,34.12803103966863,4.332982265361928,1.8519813787951813
6187-2486,2022-10-14,2024-10-14,0.6696960407049177,0.30810209342202893,0.6137636957537871,0.7279288510494036
6187-3363,2022-10-14,2024-10-14,0.1795512515496129,0.09036788372873464,0.6350351672100025,0.4567121905443923
6187-6023,2022-10-14,2024-10-14,-0.22131495733191445,-0.1228304683697746,0.5435761507358278,0.028359124793255815
6187-1301,2022-10-14,2024-10-14,-0.16440461495544498,-0.08980791066154156,0.7238639890476212,0.285391191323359
6187-2227,2022-10-14,2024-10-14,-0.3236576992976212,-0.18525292843297525,0.42411738699665175,-0.27115635906755636
6187-2543,2022-10-14,2024-10-14,-0.7784087167592961,-0.5459230395320669,1.1700376293143964,-0.018468563733936048
6187-1303,2022-10-14,2024-10-14,-0.27820724421291315,-0.15701254472763468,0.7610537805295086,0.2424769078887132
6187-3131,2022-10-14,2024-10-14,-0.09186769983102634,-0.049233286275037785,0.24092731620817995,-0.0887624522138995
6187-6505,2022-10-14,2024-10-14,1.3464577786611536,0.5633722322277042,0.7966354093416689,0.933135442836317
6187-3583,2022-10-14,2024-10-14,-0.4294149633699356,-0.2546947695307891,0.24801845809543363,-1.059994331150376
2451-2337,2022-10-14,2024-10-14,0.9848407040402257,0.4321252760696556,0.392360704200485,1.106779295456587
2451-2486,2022-10-14,2024-10-14,0.3290900205051066,0.16072998005017966,0.141978606385628,1.1200453090948188
2451-0050,2022-10-14,2024-10-14,0.013596025413275032,0.007100172884487489,0.09662111149867211,0.12148116328725297
2451-2327,2022-10-14,2024-10-14,-0.11535158711925884,-0.06219462529135654,0.08681847980689253,-0.6958958069878581
2451-3010,2022-10-14,2024-10-14,0.09576497368346315,0.04907923709816794,0.12991795615386556,0.43281569831041605
2451-6197,2022-10-14,2024-10-14,0.3557210859543021,0.1728572948960328,0.11204881187018227,1.4781053657571799
2451-9930,2022-10-14,2024-10-14,-0.05656434921848997,-0.03004508122570319,0.17690072416955385,-0.08453058399057906
2451-2520,2022-10-14,2024-10-14,-0.022545223118435282,-0.011875738336189063,0.1357987781018462,-0.019660539230260538
2451-3563,2022-10-14,2024-10-14,-0.026691987189251115,-0.014074200345163115,0.09553034030058133,-0.10074930815165363
2451-2330,2022-10-14,2024-10-14,-0.07860887060693168,-0.041985852528706825,0.09706996414434989,-0.3930527416167041
2451-00934,2022-10-14,2024-10-14,0.16558532991371508,0.08358505599089275,0.3055920478418625,0.4128844461436074
2451-6023,2022-10-14,2024-10-14,-0.02561151120371765,-0.01350094277533589,0.10632317493477585,-0.07431708688629934
2451-9940,2022-10-14,2024-10-14,-0.04676794337837735,-0.024781368968026005,0.5107407489295752,0.2402250004531253
2451-6535,2022-10-14,2024-10-14,-0.20664411280109302,-0.11421065107649955,0.0995759119728504,-1.1677051215407164
2451-1514,2022-10-14,2024-10-14,-0.07126953049624808,-0.0379954259812924,0.1040768012736411,-0.3200566392827893
2451-4915,2022-10-14,2024-10-14,0.49003633573176725,0.23236487306083087,0.17537595176254386,1.2805796022328764
2451-3711,2022-10-14,2024-10-14,0.09915648062659503,0.05077912171399966,0.11208584475813103,0.4976652125423182
2451-00830,2022-10-14,2024-10-14,0.5663387307930303,0.265034216814239,0.16772731228580573,1.4852330782470622
2451-6640,2022-10-14,2024-10-14,-0.1838365242350544,-0.10095940976945524,0.09610505163807734,-1.0589842756097978
2451-6278,2022-10-14,2024-10-14,0.3742464658858759,0.18122664787094878,0.1700462375546468,1.0623075386354044
2451-6442,2022-10-14,2024-10-14,-0.16402786712134734,-0.08959293135965736,0.09302765337467457,-0.9621746399819232
2451-6257,2022-10-14,2024-10-14,0.1814610338830475,0.09129242922875205,0.12102898369596417,0.7820929286170546
2451-6451,2022-10-14,2024-10-14,0.1216512244621559,0.06199126497002166,0.08040501634091905,0.787964454963422
2451-4938,2022-10-14,2024-10-14,0.5712753806415558,0.2671214882339564,0.14083494112443032,1.749711716189923
2451-2597,2022-10-14,2024-10-14,0.04383436955069328,0.022730599772599825,0.09998755952568324,0.2745474930288062
2451-2439,2022-10-14,2024-10-14,0.14690887212376733,0.07445369708951874,0.13783706540900728,0.5891610366566162
2451-6139,2022-10-14,2024-10-14,-0.07802755058473311,-0.041669236110385005,0.09283558853808127,-0.41200783821292325
2451-2362,2022-10-14,2024-10-14,0.07923366482256622,0.04075734443974249,0.20706127837308141,0.29944889947260334
2451-2809,2022-10-14,2024-10-14,0.29505460374460146,0.1450611559349212,0.14679586942467077,0.9959964913220356
2451-3042,2022-10-14,2024-10-14,0.25454587126449096,0.1261544069379356,0.1467652766424392,0.8836905972435588
2451-1442,2022-10-14,2024-10-14,0.10780635958644441,0.05510332609231231,0.13307218506976634,0.46973906512382824
2451-2348,2022-10-14,2024-10-14,-0.08805987196919343,-0.04714675542559123,0.10317254070580406,-0.4167922709178568
2451-6670,2022-10-14,2024-10-14,0.04998502454979597,0.025883416017703977,0.08887108010971011,0.3317106409322893
2451-8112,2022-10-14,2024-10-14,0.1845505322390581,0.09278658230750594,0.11267133216647689,0.8431945630880261
2451-3293,2022-10-14,2024-10-14,-0.1542305492132986,-0.08401850547630772,0.09654352331913363,-0.8604451468372665
2451-3324,2022-10-14,2024-10-14,0.02097772445957645,0.010936085543036782,0.11565201093255296,0.15232165648827087
2451-2548,2022-10-14,2024-10-14,-0.014318549808234868,-0.007527361056937632,0.09839902937634513,-0.027944094150521872
2451-6869,2022-10-14,2024-10-14,-0.18553251290683637,-0.10193866421137064,0.11403534149022648,-0.8850569195470077
2451-5434,2022-10-14,2024-10-14,0.2013167895356602,0.10086298079741716,0.10905170469987875,0.9347930840972877
2451-2367,2022-10-14,2024-10-14,0.48958949183757444,0.2321712376637168,0.3070263377648208,0.83405232697748
2451-2923,2022-10-14,2024-10-14,4.043467044167237,1.3343491338299276,0.5762088194140522,1.7370745083266497
2451-1231,2022-10-14,2024-10-14,0.06214161126129252,0.03208910798628727,0.12078505126537922,0.32067435487938867
2451-1609,2022-10-14,2024-10-14,0.2891179421867869,0.1423081123730127,0.23522116758758138,0.682023399318711
2451-9917,2022-10-14,2024-10-14,-0.07593491625501506,-0.04053026726446325,0.11382617878694029,-0.30661164074699443
2451-2880,2022-10-14,2024-10-14,1.3738717790538368,0.5729150126906852,0.29728589741078465,1.6712684022709459
2451-2539,2022-10-14,2024-10-14,-0.13877254117849258,-0.07528543521918477,0.11424139349565182,-0.6273149317418827
2451-6005,2022-10-14,2024-10-14,-0.029378382218307936,-0.015500809174264649,0.38648757675882245,0.16651662930155153
2451-00631L,2022-10-14,2024-10-14,-0.059025136209063925,-0.03137137175769689,0.09281561520861614,-0.2969507421945997
2451-2101,2022-10-14,2024-10-14,0.1781435428570748,0.08968594096409481,0.22754683726324074,0.4910931193106702
2451-2855,2022-10-14,2024-10-14,-0.4124550295132603,-0.24316942201609154,0.3026400517279645,-0.7652943852432691
2451-2504,2022-10-14,2024-10-14,0.0077935912325620416,0.004075582639519576,0.17472877604893078,0.11241130354493421
2451-2845,2022-10-14,2024-10-14,0.521987082963685,0.24613949369832008,0.4467329889578209,0.7127304913841714
2451-2850,2022-10-14,2024-10-14,0.04901403026999303,0.025386271473592265,0.12798617329635206,0.2586275250806667
2451-00692,2022-10-14,2024-10-14,0.3309571978029842,0.1615840091462061,0.17038395837678744,0.9634311129278162
2451-9939,2022-10-14,2024-10-14,-0.042223679964569105,-0.022348434882785633,0.10212660953611034,-0.16961413365872266
2451-5534,2022-10-14,2024-10-14,0.005835469781639531,0.003053017653553886,0.11381142635163397,0.08395406380631149
2451-2501,2022-10-14,2024-10-14,-0.4326833977817368,-0.2569345347332008,0.336094477802748,-0.7045066088495184
2451-5508,2022-10-14,2024-10-14,0.11199453741466044,0.057191282463453855,0.09966103670800504,0.6077333515356712
2451-5522,2022-10-14,2024-10-14,0.09573460140262745,0.049064002653961936,0.17345691709771832,0.3650698157304364
2451-00900,2022-10-14,2024-10-14,-0.26584014884672325,-0.14947601095203986,0.41570287339587286,-0.1750116205630657
2451-2885,2022-10-14,2024-10-14,0.34718045618875154,0.16898049849855687,0.27261157451781837,0.7073967850987399
2451-6177,2022-10-14,2024-10-14,-0.14307012240297548,-0.07770583014352021,0.14533807656666575,-0.4821045145845492
2451-2891,2022-10-14,2024-10-14,-0.1942378087596682,-0.10698040668241456,0.2019226609821359,-0.45962277917257377
2451-6605,2022-10-14,2024-10-14,0.039725247139170514,0.020619339528001168,0.09063514364858216,0.27039458932448107
2451-2884,2022-10-14,2024-10-14,1.5309013340916875,0.6265945861222413,0.5613794907805466,1.1228635308280974
2451-2890,2022-10-14,2024-10-14,0.2963360352846688,0.14565461288327902,0.3148945947553422,0.5923796271997772
3014-2455,2022-10-14,2024-10-14,0.47416153320386395,0.22546863763724256,0.1693383108973435,1.2841300656010721
3014-2441,2022-10-14,2024-10-14,2.9660789596322736,1.058195455280786,0.48527199219801886,1.7082778411325452
3014-6285,2022-10-14,2024-10-14,0.13690591184326306,0.06953389750162098,0.13595593754835902,0.5626015879866918
3014-3260,2022-10-14,2024-10-14,0.30836538884048825,0.1512120919930078,0.3339442796960345,0.582406611776609
3014-2421,2022-10-14,2024-10-14,-0.09343809123559431,-0.05009500813248275,0.23162879005018028,-0.10511407947967086
3014-8086,2022-10-14,2024-10-14,0.45158869675183455,0.2156015073495934,0.1959247755738206,1.0919251081045884
3014-00680L,2022-10-14,2024-10-14,-0.24691992691779885,-0.13806199179878068,1.7558875286135736,0.7400968633238486
3014-6271,2022-10-14,2024-10-14,-0.12911840546755232,-0.0698691113520186,0.23111324107684345,-0.19226872816829535
3014-6589,2022-10-14,2024-10-14,0.5087983708686492,0.24047041733204838,0.23616369059849093,1.0287121159929187
3014-2103,2022-10-14,2024-10-14,2.1414521146733416,0.8215910222089386,1.4805364191083707,0.32167801172689536
3014-2498,2022-10-14,2024-10-14,0.3621852471560296,0.1757838075623482,0.5766843436506099,0.6179017857529155
3014-2886,2022-10-14,2024-10-14,1.006882758277957,0.44043563023570825,0.5764360730518773,0.913856039300142
3014-3596,2022-10-14,2024-10-14,0.40403331909863915,0.1945718695108257,0.1419801068310653,1.320301158404881
2492-4961,2022-10-14,2024-10-14,0.17099221952109273,0.08621558540991653,0.09440589083073567,0.9229686525065148
2492-2455,2022-10-14,2024-10-14,0.059530562374930866,0.030759083566707483,0.10720170877817295,0.33624333388987143
2492-2441,2022-10-14,2024-10-14,0.36150901450316647,0.1754779675968415,0.140519751928053,1.2207880031248723
2492-3005,2022-10-14,2024-10-14,0.3631940960922934,0.17623994567651177,0.0954377930153004,1.7483006572427067
2492-9930,2022-10-14,2024-10-14,0.28666220842000445,0.1411675358340497,0.18304730546976888,0.8130789790813457
2492-1215,2022-10-14,2024-10-14,0.14405278204358918,0.07305106476294068,0.14078076521451127,0.5711733630708438
2492-3006,2022-10-14,2024-10-14,0.8769704030242342,0.39080638444020455,0.1606969807848451,2.133193722624544
2492-0056,2022-10-14,2024-10-14,0.041207145838089466,0.02138119381353447,0.10584395999244404,0.2536927255975673
2492-6285,2022-10-14,2024-10-14,-0.030066806465056023,-0.015866699031335644,0.1301727144710172,-0.055890855295260757
2492-5388,2022-10-14,2024-10-14,-0.043008497120771316,-0.02276822160308446,0.12105316009465726,-0.12882346543039092
2492-8081,2022-10-14,2024-10-14,0.0002586075340572337,0.0001354783518828555,0.10832333344884938,0.055901431996566754
2492-3264,2022-10-14,2024-10-14,0.32451026905728536,0.15863282341949092,0.1283405127739119,1.211805882238486
2492-6669,2022-10-14,2024-10-14,0.04102214367495942,0.021286111145828,0.14129839032025104,0.2218114524522846
2492-3260,2022-10-14,2024-10-14,0.17466607677345308,0.08799967143860106,0.15102857707402106,0.6345329812773046
2492-3715,2022-10-14,2024-10-14,0.18237906685021285,0.09173660531550852,0.13567054833073494,0.7152737911073704
2492-6679,2022-10-14,2024-10-14,0.144534419901999,0.07328771497236418,0.11545961969912233,0.6715381610202714
2492-2345,2022-10-14,2024-10-14,0.016019276094382886,0.008360881264547985,0.13034143707133974,0.13129462723660726
2492-6121,2022-10-14,2024-10-14,0.18047263040147743,0.0908140217211594,0.11809570020548026,0.7949916169075489
2492-6531,2022-10-14,2024-10-14,0.14283546081626713,0.07245272889982807,0.09814903717911791,0.7614742020370281
2492-6691,2022-10-14,2024-10-14,0.4237369528503047,0.20332560412094072,0.12144702455127918,1.5835096518886596
2492-8086,2022-10-14,2024-10-14,0.1793346690076533,0.09026298888748328,0.12478106302804624,0.7553313306850344
2492-2388,2022-10-14,2024-10-14,0.05718633699373079,0.02956364453050359,0.13012001407419882,0.2901868569511762
2492-1722,2022-10-14,2024-10-14,0.4453326516214668,0.21285393420868676,0.13470071679639728,1.4995585695749576
2492-2607,2022-10-14,2024-10-14,1.2342962352287736,0.5237643792175934,0.32786525032915903,1.4371555473528446
2492-2439,2022-10-14,2024-10-14,0.016879860264013655,0.008808259982427378,0.13155059254045473,0.1345759518027061
2492-8927,2022-10-14,2024-10-14,0.0899652783102563,0.0461665100318776,0.18130942005996037,0.33938895952069204
2492-8112,2022-10-14,2024-10-14,0.11572314754777269,0.05904697979778378,0.13449570388857263,0.49515813320182245
2492-2006,2022-10-14,2024-10-14,0.09225336483891683,0.04731651364757119,0.12853784127477558,0.4252014809610722
2492-2204,2022-10-14,2024-10-14,0.31475310294730563,0.15415328425567398,0.1365688835053538,1.1193192002975558
2492-2329,2022-10-14,2024-10-14,-0.10717730870506373,-0.05766465956257202,0.1489209214039574,-0.323602021734575
2492-8016,2022-10-14,2024-10-14,0.06832080460796128,0.035230498144502125,0.1081711967230732,0.3755784741597507
2492-3035,2022-10-14,2024-10-14,0.13286669931489523,0.06754143580052518,0.13333744268539455,0.5579539195471446
2492-5478,2022-10-14,2024-10-14,0.3516767379248685,0.1710229222831031,0.09562059836559889,1.6987050935729564
2492-3034,2022-10-14,2024-10-14,-0.06166055144153171,-0.032793614225126215,0.11480799816131715,-0.23137950709573057
2492-2458,2022-10-14,2024-10-14,0.25658058586946897,0.12711094617831,0.10300187753284344,1.2133538304229567
2492-2886,2022-10-14,2024-10-14,1.0128923363099207,0.44269382848476574,0.2561531278520667,1.5527100192969414
